planet_name,discovery_year,discovery_facility,planet_mass_jupiter_mass,planet_mass_jupiter_mass_err_upper,planet_mass_jupiter_mass_err_lower,planet_mass_earth_mass,planet_mass_earth_mass_err_upper,planet_mass_earth_mass_err_lower,orbit_semi_major_axis_au,stellar_mass_solar,ra_deg,dec_deg,distance_pc
KMT-2021-BLG-0171L b,2022,KMTNet,0.03523914,0.01730494,-0.01415858,11.20000000,5.50000000,-4.50000000,3.5000000000,0.780000,269.2416667,-30.0930556,4600.00000000
KMT-2021-BLG-0192L b,2022,KMTNet,0.11000000,0.05000000,-0.04000000,34.96112477,15.89142035,-12.71313628,1.6200000000,0.270000,268.1049583,-30.0086889,5120.00000000
KMT-2021-BLG-0240L b,2022,KMTNet,0.21000000,0.12000000,-0.11000000,66.74396547,38.13940884,-34.96112477,2.8000000000,0.560000,267.5772917,-30.0049694,6600.00000000
KMT-2021-BLG-0320L b,2022,KMTNet,0.10000000,0.13000000,-0.07000000,31.78284070,41.31769291,-22.24798849,1.5400000000,0.320000,269.3881250,-30.5039389,6950.00000000
KMT-2021-BLG-0748L b,2022,KMTNet,0.45000000,0.40000000,-0.25000000,143.02278315,127.13136280,-79.45710175,2.4300000000,0.360000,272.4213333,-25.7465806,6090.00000000
KMT-2021-BLG-0912L b,2022,KMTNet,0.00884125,0.00339806,-0.00311489,2.81000000,1.08000000,-0.99000000,3.1400000000,0.800000,269.8211667,-31.9976389,5560.00000000
KMT-2021-BLG-1077L b,2022,KMTNet,0.22000000,0.31000000,-0.12000000,69.92224954,98.52680617,-38.13940884,1.2600000000,0.140000,266.4891250,-33.8428111,8240.00000000
KMT-2021-BLG-1077L c,2022,KMTNet,0.25000000,0.35000000,-0.13000000,79.45710175,111.23994245,-41.31769291,0.9300000000,0.140000,266.4891250,-33.8428111,8240.00000000
KMT-2021-BLG-1253L b,2022,KMTNet,0.05993800,0.06424851,-0.03190401,19.05000000,20.42000000,-10.14000000,1.5200000000,0.240000,267.6172083,-29.2792806,6640.00000000
KMT-2021-BLG-1303L b,2022,KMTNet,0.38000000,0.22000000,-0.20000000,120.77479466,69.92224954,-63.56568140,2.8900000000,0.570000,271.8638750,-29.2815806,6280.00000000
KMT-2021-BLG-1372L b,2022,KMTNet,0.19277698,0.11289110,-0.11289110,61.27000000,35.88000000,-35.88000000,2.3700000000,0.420000,264.4885417,-28.1483889,5970.00000000
KMT-2021-BLG-1391L b,2022,KMTNet,0.01431590,0.00726807,-0.00726807,4.55000000,2.31000000,-2.31000000,2.2900000000,0.370000,270.6835833,-28.0605000,5720.00000000
KMT-2021-BLG-1554L b,2022,KMTNet,0.12000000,0.20000000,-0.07000000,38.13940884,63.56568140,-22.24798849,0.7200000000,0.080000,267.8034167,-31.8643611,7680.00000000
KMT-2021-BLG-1689L b,2022,KMTNet,0.14473219,0.09439056,-0.07236609,46.00000000,30.00000000,-23.00000000,2.5000000000,0.580000,269.5791667,-30.1452778,7200.00000000
KMT-2021-BLG-1898L b,2022,KMTNet,0.73000000,0.50000000,-0.40000000,232.01473711,158.91420350,-127.13136280,1.9000000000,0.480000,265.6918750,-27.3758389,6900.00000000
KMT-2021-BLG-2294L b,2022,KMTNet,0.07000000,0.10000000,-0.04000000,22.24798849,31.78284070,-12.71313628,1.1500000000,0.140000,270.0624167,-28.6124389,6800.00000000
MOA-2019-BLG-008L b,2022,MOA,18.00000000,3.00000000,-2.00000000,5720.91132600,953.48522100,-635.65681400,,0.900000,267.9828750,-29.9897306,2700.00000000
MOA-2020-BLG-135L b,2022,MOA,0.03555378,0.06040996,-0.02170983,11.30000000,19.20000000,-6.90000000,1.1100000000,0.230000,268.4235000,-29.8075667,7900.00000000
OGLE-2014-BLG-0319L b,2022,OGLE,0.57000000,0.36000000,-0.31000000,181.16219199,114.41822652,-98.52680617,3.4900000000,0.520000,266.9611667,-33.9350444,7730.00000000
OGLE-2016-BLG-1093L b,2022,OGLE,0.71000000,0.12000000,-0.12000000,225.65816897,38.13940884,-38.13940884,2.1300000000,0.460000,269.0042917,-32.7134722,8120.00000000
OGLE-2017-BLG-1691L b,2022,OGLE,0.04600000,0.03700000,-0.02500000,14.62010672,11.75965106,-7.94571018,2.4100000000,0.450000,263.5938333,-29.2848306,7290.00000000
OGLE-2018-BLG-0298L b,2022,OGLE,0.14000000,0.07000000,-0.06000000,44.49597698,22.24798849,-19.06970442,2.8600000000,0.690000,264.2845000,-29.7091111,6540.00000000
OGLE-2018-BLG-0383L b,2022,OGLE,0.02013665,0.01730494,-0.00880979,6.40000000,5.50000000,-2.80000000,1.8000000000,0.100000,268.6807500,-28.7392778,7700.00000000
OGLE-2018-BLG-0506L b,2022,OGLE,0.05128554,0.03775622,-0.02674399,16.30000000,12.00000000,-8.50000000,3.0000000000,0.630000,267.6298333,-31.9240556,5600.00000000
OGLE-2018-BLG-0516L b,2022,OGLE,0.06324167,0.05160017,-0.03366596,20.10000000,16.40000000,-10.70000000,2.2000000000,0.470000,269.6401250,-31.2623889,7000.00000000
OGLE-2018-BLG-0799L b,2022,OGLE,0.26000000,0.22000000,-0.11000000,82.63538582,69.92224954,-34.96112477,1.2800000000,0.093000,273.4590000,-25.4857222,4050.00000000
OGLE-2018-BLG-0932L b,2022,KMTNet,0.89000000,0.36000000,-0.31000000,282.86728223,114.41822652,-98.52680617,1.7500000000,0.720000,268.3512083,-29.0218056,6620.00000000
OGLE-2018-BLG-0977L b,2022,OGLE,0.02013665,0.01636103,-0.01164150,6.40000000,5.20000000,-3.70000000,2.0000000000,0.470000,268.5061250,-30.6048056,6500.00000000
OGLE-2018-BLG-1119L b,2022,OGLE,0.91000000,0.66000000,-0.52000000,289.22385037,209.76674862,-165.27077164,4.0600000000,0.480000,270.0292500,-32.3752778,5760.00000000
OGLE-2018-BLG-1126L b,2022,KMTNet,0.05600000,0.03300000,-0.03100000,17.79839079,10.48833743,-9.85268062,3.2300000000,0.690000,268.3558750,-31.7247194,5700.00000000
OGLE-2018-BLG-1212L b,2022,KMTNet,0.20000000,0.16000000,-0.13000000,63.56568140,50.85254512,-41.31769291,1.6800000000,0.160000,271.0776250,-28.1940833,1550.00000000
OGLE-2018-BLG-1367L b,2022,KMTNet,0.95000000,0.75000000,-0.44000000,301.93698665,238.37130525,-139.84449908,,0.280000,269.7556250,-29.1683611,5370.00000000
OGLE-2018-BLG-1647L b,2022,KMTNet,0.97000000,1.78000000,-0.56000000,308.29355479,565.73456446,-177.98390792,1.3600000000,0.092000,268.9623750,-31.8170000,7880.00000000
OGLE-2019-BLG-0362L b,2022,OGLE,3.26000000,0.83000000,-0.58000000,1036.12060682,263.79757781,-184.34047606,2.1800000000,0.420000,263.4652500,-24.8103611,5830.00000000
OGLE-2019-BLG-0468L b,2022,OGLE,3.43000000,1.83000000,-1.17000000,1090.15143601,581.62598481,-371.85923619,3.2900000000,0.920000,266.4060000,-24.4472778,4400.00000000
OGLE-2019-BLG-0468L c,2022,OGLE,10.22000000,5.46000000,-3.50000000,3248.20631954,1735.34310222,-1112.39942450,2.7700000000,0.920000,266.4060000,-24.4472778,4400.00000000
OGLE-2019-BLG-1470L AB c,2022,OGLE,2.20000000,1.80000000,-1.30000000,699.22249540,572.09113260,-413.17692910,3.2000000000,0.570000,271.9492083,-27.0335556,5900.00000000
OGLE-2019-BLG-1492L b,2022,OGLE,0.11672965,0.07897343,-0.06135386,37.10000000,25.10000000,-19.50000000,2.7000000000,0.680000,270.0964583,-28.6311389,5600.00000000
K2-2016-BLG-0005L b,2023,K2,1.10000000,0.09000000,-0.09000000,349.61124770,28.60455663,-28.60455663,4.1600000000,0.584000,269.8798333,-27.6074722,5200.00000000
KMT-2016-BLG-1105L b,2023,KMTNet,0.00729954,0.02337739,-0.00490831,2.32000000,7.43000000,-1.56000000,2.4400000000,0.410000,266.4472500,-26.2663694,5080.00000000
KMT-2017-BLG-0428L b,2023,KMTNet,0.01758811,0.01123248,-0.00890418,5.59000000,3.57000000,-2.83000000,1.8100000000,0.340000,271.3852500,-28.4902806,5400.00000000
KMT-2017-BLG-1003L b,2023,KMTNet,0.01632957,0.01695884,-0.00880979,5.19000000,5.39000000,-2.80000000,1.3800000000,0.320000,265.4115000,-24.3739389,7090.00000000
KMT-2017-BLG-1194L b,2023,KMTNet,0.01113809,0.00613539,-0.00512855,3.54000000,1.95000000,-1.63000000,1.7800000000,0.410000,274.3221250,-25.3239389,4240.00000000
KMT-2018-BLG-0885L b,2023,KMTNet,29.00000000,39.00000000,-19.00000000,9217.02380300,12395.30787300,-6038.73973300,1.0700000000,0.290000,268.9663333,-28.5133611,6890.00000000
KMT-2019-BLG-0297L b,2023,KMTNet,19.00000000,8.00000000,-7.00000000,6038.73973300,2542.62725600,-2224.79884900,0.9600000000,0.210000,270.0632917,-28.9652806,3090.00000000
KMT-2019-BLG-0298L b,2023,KMTNet,1.81000000,0.96000000,-0.96000000,575.26941667,305.11527072,-305.11527072,5.6700000000,0.700000,264.8780000,-27.6381389,6710.00000000
KMT-2019-BLG-0335L b,2023,KMTNet,21.00000000,23.00000000,-13.00000000,6674.39654700,7310.05336100,-4131.76929100,1.6400000000,0.320000,262.8401250,-29.5906889,7710.00000000
KMT-2019-BLG-1216L b,2023,KMTNet,0.09400000,0.05000000,-0.05000000,29.87587026,15.89142035,-15.89142035,2.4400000000,0.390000,268.4806250,-35.1366389,2740.00000000
KMT-2019-BLG-1367L b,2023,KMTNet,0.01283712,0.00811759,-0.00654441,4.08000000,2.58000000,-2.08000000,1.7000000000,0.250000,272.4713333,-29.7622111,4670.00000000
KMT-2019-BLG-1806L b,2023,KMTNet,0.01469346,0.00490831,-0.00503416,4.67000000,1.56000000,-1.60000000,3.0200000000,0.740000,270.5375417,-29.4148889,6640.00000000
KMT-2019-BLG-2783L b,2023,KMTNet,1.16000000,0.77000000,-0.77000000,368.68095212,244.72787339,-244.72787339,1.8500000000,0.340000,269.2919167,-33.7885194,5910.00000000
KMT-2021-BLG-0712L b,2023,KMTNet,0.12015918,0.06456314,-0.03851135,38.19000000,20.52000000,-12.24000000,2.2200000000,0.220000,269.2856667,-31.1844694,3090.00000000
KMT-2021-BLG-0909L b,2023,KMTNet,1.26000000,1.01000000,-0.66000000,400.46379282,321.00669107,-209.76674862,1.7500000000,0.380000,265.6202083,-27.6391389,6480.00000000
KMT-2021-BLG-1105L b,2023,KMTNet,1.30000000,0.68000000,-0.68000000,413.17692910,216.12331676,-216.12331676,3.5400000000,0.630000,265.7322500,-25.5089111,4540.00000000
KMT-2021-BLG-1150L b,2023,KMTNet,0.88000000,0.38000000,-0.36000000,279.68899816,120.77479466,-114.41822652,4.5000000000,0.730000,268.7901250,-31.3133306,3800.00000000
KMT-2021-BLG-1547L b,2023,KMTNet,1.47000000,0.65000000,-0.77000000,467.20775829,206.58846455,-244.72787339,4.5000000000,0.720000,272.3995833,-29.0839389,5070.00000000
KMT-2021-BLG-1770L b,2023,KMTNet,21.00000000,29.00000000,-12.00000000,6674.39654700,9217.02380300,-3813.94088400,0.9000000000,0.130000,270.4399583,-27.4186694,6920.00000000
KMT-2021-BLG-2010L b,2023,KMTNet,1.07000000,1.15000000,-0.68000000,340.07639549,365.50266805,-216.12331676,1.7900000000,0.370000,268.0085000,-32.2697500,7090.00000000
KMT-2021-BLG-2478L b,2023,KMTNet,0.90000000,0.42000000,-0.24000000,286.04556630,133.48793094,-76.27881768,1.8500000000,0.200000,269.3092083,-29.1019694,2970.00000000
KMT-2022-BLG-0371L b,2023,KMTNet,0.26000000,0.13000000,-0.11000000,82.63538582,41.31769291,-34.96112477,3.0200000000,0.630000,265.3619167,-34.6986694,7140.00000000
KMT-2022-BLG-0440L b,2023,KMTNet,0.04845382,0.03020498,-0.02328300,15.40000000,9.60000000,-7.40000000,1.9000000000,0.530000,269.5835833,-32.2953056,3500.00000000
KMT-2022-BLG-1013L b,2023,KMTNet,0.31000000,0.46000000,-0.16000000,98.52680617,146.20106722,-50.85254512,1.3800000000,0.180000,264.7092500,-28.3556694,7710.00000000
MOA-2020-BLG-208L b,2023,MOA,0.14473219,0.13214678,-0.07551244,46.00000000,42.00000000,-24.00000000,2.7400000000,0.430000,268.4325000,-32.5893111,7490.00000000
MOA-2022-BLG-249L b,2023,MOA,0.01519688,0.00453075,-0.00453075,4.83000000,1.44000000,-1.44000000,1.6300000000,0.180000,268.8655417,-28.3060611,2000.00000000
OGLE-2017-BLG-1806L b,2023,OGLE,0.01658127,0.01481932,-0.00855808,5.27000000,4.71000000,-2.72000000,1.7500000000,0.380000,266.6232500,-24.2722694,6400.00000000
OGLE-2019-BLG-0249L b,2023,OGLE,7.12000000,1.47000000,-1.47000000,2262.93825784,467.20775829,-467.20775829,1.8400000000,0.910000,265.4035000,-34.7017500,6370.00000000
OGLE-2019-BLG-0679L b,2023,OGLE,3.34000000,1.90000000,-1.90000000,1061.54687938,603.87397330,-603.87397330,6.9900000000,0.660000,265.7404167,-27.7728806,5630.00000000
OGLE-2019-BLG-1180L b,2023,OGLE,1.74700000,0.52700000,-0.50700000,555.24622703,167.49557049,-161.13900235,5.1900000000,0.545000,269.2465417,-27.9754444,6070.00000000
Gaia22dkvL b,2024,European Space Agency (ESA) Gaia Satellite,0.59100000,0.15200000,-0.05200000,187.83658854,48.30991786,-16.52707716,1.4000000000,1.145000,151.7690000,-66.1808889,1270.00000000
KMT-2016-BLG-2321L b,2024,KMTNet,0.95000000,0.41000000,-0.41000000,301.93698665,130.30964687,-130.30964687,3.5800000000,0.730000,264.0579167,-25.5248806,3580.00000000
KMT-2017-BLG-0849L b,2024,KMTNet,0.02010519,0.02454154,-0.00972223,6.39000000,7.80000000,-3.09000000,2.7300000000,0.190000,265.3594583,-25.2812194,7220.00000000
KMT-2017-BLG-1057L b,2024,KMTNet,0.07393927,0.04719528,-0.03775622,23.50000000,15.00000000,-12.00000000,2.3600000000,0.570000,265.4860000,-22.3351111,6500.00000000
KMT-2017-BLG-2331L b,2024,KMTNet,0.53802617,0.43105021,-0.27687896,171.00000000,137.00000000,-88.00000000,2.1400000000,0.400000,264.4072083,-29.4612111,8030.00000000
KMT-2021-BLG-2609L b,2024,KMTNet,0.03200000,0.04400000,-0.01800000,10.17050902,13.98444991,-5.72091133,2.3000000000,0.200000,263.5188750,-27.5969389,7480.00000000
KMT-2022-BLG-0303L b,2024,KMTNet,0.51300000,0.41000000,-0.27500000,163.04597279,130.30964687,-87.40281192,4.8100000000,0.368000,268.0331250,-22.6890806,6570.00000000
KMT-2022-BLG-2286L b,2024,KMTNet,19.00000000,27.00000000,-10.00000000,6038.73973300,8581.36698900,-3178.28407000,2.0200000000,0.200000,269.1652500,-28.8549194,7320.00000000
KMT-2023-BLG-0416L b,2024,KMTNet,0.04100000,0.02000000,-0.02100000,13.03096469,6.35656814,-6.67439655,2.9600000000,0.630000,266.3240417,-25.0794889,5900.00000000
KMT-2023-BLG-0469L b,2024,KMTNet,0.12400000,0.09200000,-0.06700000,39.41072247,29.24021344,-21.29450327,2.3100000000,0.470000,269.4067917,-28.7150611,7070.00000000
KMT-2023-BLG-0735L b,2024,KMTNet,0.12200000,0.06800000,-0.06800000,38.77506565,21.61233168,-21.61233168,2.9600000000,0.610000,267.5759583,-29.2029194,6390.00000000
KMT-2023-BLG-1431L b,2024,KMTNet,0.04279039,0.02611472,-0.02170983,13.60000000,8.30000000,-6.90000000,3.2000000000,0.570000,271.1835417,-29.7439194,6800.00000000
KMT-2023-BLG-1454L b,2024,KMTNet,0.63000000,0.71000000,-0.34000000,200.23189641,225.65816897,-108.06165838,1.1800000000,0.170000,267.6200833,-29.6227500,7220.00000000
KMT-2023-BLG-1642L b,2024,KMTNet,1.08000000,1.53000000,-0.58000000,343.25467956,486.27746271,-184.34047606,1.4100000000,0.170000,261.3660000,-29.0584694,6980.00000000
KMT-2023-BLG-1743L b,2024,KMTNet,20.00000000,30.00000000,-10.00000000,6356.56814000,9534.85221000,-3178.28407000,1.1600000000,0.110000,269.1652500,-28.8549194,7130.00000000
KMT-2023-BLG-1866L b,2024,KMTNet,0.00827491,0.00132147,-0.00213952,2.63000000,0.42000000,-0.68000000,2.6300000000,0.510000,273.4822500,-28.4473889,6210.00000000
KMT-2024-BLG-1044L b,2024,KMTNet,0.02438423,0.03785061,-0.01271126,7.75000000,12.03000000,-4.04000000,,0.069000,271.5640000,-27.5925806,7140.00000000
MOA-2016-BLG-526L b,2024,MOA,0.04700000,0.02100000,-0.02100000,14.93793513,6.67439655,-6.67439655,2.0700000000,0.370000,266.6682917,-34.3860806,6930.00000000
MOA-2022-BLG-563L b,2024,MOA,0.40000000,0.31000000,-0.25000000,127.13136280,98.52680617,-79.45710175,2.1500000000,0.480000,270.3002083,-27.8358306,6530.00000000
OGLE-2014-BLG-0221L b,2024,OGLE,4.35000000,1.65000000,-1.91000000,1382.55357045,524.41687155,-607.05225737,3.7600000000,0.690000,270.3037500,-27.4267639,3680.00000000
OGLE-2016-BLG-1598L b,2024,OGLE,0.38000000,0.30000000,-0.30000000,120.77479466,95.34852210,-95.34852210,2.5000000000,0.550000,270.1907500,-29.1754389,5910.00000000
OGLE-2016-BLG-1800L b,2024,OGLE,2.59000000,1.46000000,-1.46000000,823.17557413,464.02947422,-464.02947422,1.8800000000,0.410000,269.9032083,-30.8653611,6480.00000000
OGLE-2017-BLG-0364L b,2024,OGLE,0.23849347,0.17147618,-0.13497849,75.80000000,54.50000000,-42.90000000,3.7900000000,0.490000,265.2278750,-34.6175833,7860.00000000
OGLE-2017-BLG-0448L b,2024,OGLE,0.04908309,0.04341966,-0.02926107,15.60000000,13.80000000,-9.30000000,5.7500000000,0.500000,268.6686250,-31.0319167,7530.00000000
OGLE-2017-BLG-0640L b,2024,OGLE,1.62000000,1.64000000,-0.94000000,514.88201934,521.23858748,-298.75870258,1.1400000000,0.320000,267.4651250,-29.4615000,6630.00000000
OGLE-2017-BLG-1237L b,2024,OGLE,3.80000000,2.49000000,-1.99000000,1207.74794660,791.39273343,-632.47852993,2.5300000000,0.460000,271.6499583,-28.3288306,6030.00000000
OGLE-2017-BLG-1275L b,2024,OGLE,5.90000000,2.20000000,-2.20000000,1875.18760130,699.22249540,-699.22249540,2.0900000000,0.630000,267.9154167,-29.4979694,7690.00000000
OGLE-2023-BLG-0836L b,2024,OGLE,4.36000000,2.35000000,-2.18000000,1385.73185452,746.89675645,-692.86592726,3.7000000000,0.710000,267.1868750,-23.7415194,5120.00000000
AT2021ueyL b,2025,Multiple Observatories,1.34000000,0.45000000,-0.50000000,425.89006538,143.02278315,-158.91420350,4.0100000000,0.490000,324.5450417,26.4665694,1040.00000000
KMT-2017-BLG-2197L b,2025,KMTNet,8.84000000,8.29000000,-4.91000000,2809.60311788,2634.79749403,-1560.53747837,15.9100000000,0.360000,262.6113333,-30.1593111,7800.00000000
KMT-2019-BLG-0578L b,2025,KMTNet,1.20000000,1.20000000,-0.60000000,381.39408840,381.39408840,-190.69704420,2.0000000000,0.280000,269.4846667,-27.7948611,7300.00000000
KMT-2021-BLG-0736L b,2025,KMTNet,0.06607339,0.04090257,-0.03146352,21.00000000,13.00000000,-10.00000000,4.0000000000,0.600000,268.3225833,-29.7124194,7000.00000000
KMT-2022-BLG-1790L b,2025,KMTNet,1.73000000,0.95000000,-0.89000000,549.84314411,301.93698665,-282.86728223,5.2500000000,0.580000,271.0562500,-27.0347500,6480.00000000
KMT-2022-BLG-2076L b,2025,KMTNet,0.88000000,0.46000000,-0.45000000,279.68899816,146.20106722,-143.02278315,5.6700000000,0.670000,268.0511250,-29.0279306,5570.00000000
KMT-2023-BLG-0119L b,2025,KMTNet,0.26334965,0.16820397,-0.14394560,83.70000000,53.46000000,-45.75000000,3.1400000000,0.710000,266.8150417,-34.5721889,5410.00000000
KMT-2023-BLG-0548L b,2025,KMTNet,3.42000000,1.21000000,-0.89000000,1086.97315194,384.57237247,-282.86728223,6.8500000000,0.720000,270.3476250,-27.1067500,6830.00000000
KMT-2023-BLG-0830L b,2025,KMTNet,0.05600000,0.06400000,-0.03300000,17.79839079,20.34101805,-10.48833743,1.7000000000,0.220000,271.6579583,-28.3323111,7250.00000000
KMT-2023-BLG-0949L b,2025,KMTNet,5.98000000,4.36000000,-3.11000000,1900.61387386,1385.73185452,-988.44634577,2.0300000000,0.480000,263.4194167,-28.0914611,6060.00000000
KMT-2023-BLG-1896L b,2025,KMTNet,0.05144285,0.03086571,-0.02655521,16.35000000,9.81000000,-8.44000000,2.8600000000,0.720000,271.0317500,-26.9589194,5490.00000000
KMT-2023-BLG-2209L b,2025,KMTNet,0.80000000,0.38000000,-0.38000000,254.26272560,120.77479466,-120.77479466,3.5100000000,0.730000,268.9942083,-29.3056694,5570.00000000
KMT-2024-BLG-0404L b,2025,KMTNet,27.24000000,39.81000000,-13.62000000,8657.64580668,12652.74888267,-4328.82290334,0.8500000000,0.090000,271.1470833,-27.9535000,7210.00000000
KMT-2024-BLG-0404L c,2025,KMTNet,0.05443189,0.08023197,-0.02768790,17.30000000,25.50000000,-8.80000000,,0.090000,271.1470833,-27.9535000,7210.00000000
KMT-2024-BLG-1005L b,2025,KMTNet,21.00000000,22.00000000,-12.00000000,6674.39654700,6992.22495400,-3813.94088400,0.7800000000,0.055000,269.8055833,-28.7557806,6950.00000000
KMT-2024-BLG-1209L b,2025,KMTNet,2.64000000,1.57000000,-1.16000000,839.06699448,498.99059899,-368.68095212,2.5100000000,0.770000,261.6129583,-28.1205611,3930.00000000
KMT-2024-BLG-1281L b,2025,KMTNet,0.06000000,0.06600000,-0.03600000,19.06970442,20.97667486,-11.44182265,1.9600000000,0.320000,270.1693750,-32.7142500,7180.00000000
KMT-2024-BLG-2059L b,2025,KMTNet,0.02200000,0.01200000,-0.01300000,6.99222495,3.81394088,-4.13176929,2.5500000000,0.510000,270.9297500,-28.5681889,6070.00000000
KMT-2024-BLG-2242L b,2025,KMTNet,0.04400000,0.07600000,-0.02400000,13.98444991,24.15495893,-7.62788177,0.8900000000,0.069000,268.4150000,-29.5603111,7620.00000000
MOA-2022-BLG-033L b,2025,MOA,0.03822818,0.02960717,-0.01966470,12.15000000,9.41000000,-6.25000000,2.1500000000,0.510000,272.8756667,-25.0530806,1840.00000000
MOA-2022-BLG-091L b,2025,MOA,3.59000000,2.00000000,-1.67000000,1141.00398113,635.65681400,-530.77343969,3.4400000000,0.750000,268.9422083,-32.3414389,4250.00000000
OGLE-2015-BLG-1609L b,2025,OGLE,0.24000000,0.90000000,-0.17000000,76.27881768,286.04556630,-54.03082919,,0.170000,270.8237917,-26.9071111,3300.00000000
OGLE-2016-BLG-0007L b,2025,OGLE,0.00415318,0.00286318,-0.00210806,1.32000000,0.91000000,-0.67000000,10.1000000000,0.590000,268.3560417,-29.6422500,4300.00000000
Gaia23braL b,2026,European Space Agency (ESA) Gaia Satellite,1.63000000,0.42000000,-0.37800000,518.06030341,133.48793094,-120.13913785,4.8470000000,0.774000,155.6294583,-63.2639167,4330.00000000
KMT-2016-BLG-1337L b,2026,KMTNet,0.28000000,0.15000000,-0.16000000,88.99195396,47.67426105,-50.85254512,3.9700000000,0.540000,269.1300417,-33.0341889,6920.00000000
KMT-2020-BLG-0202L b,2026,KMTNet,12.28000000,7.37000000,-5.43000000,3902.93283796,2342.39535959,-1725.80825001,4.1700000000,0.810000,267.0404583,-24.4744500,3840.00000000
KMT-2021-BLG-0852L b,2026,KMTNet,0.49000000,0.17000000,-0.17000000,155.73591943,54.03082919,-54.03082919,7.7800000000,0.750000,265.8311667,-33.8918389,7230.00000000
KMT-2022-BLG-1551L b,2026,KMTNet,2.96000000,1.71000000,-1.53000000,940.77208472,543.48657597,-486.27746271,2.2900000000,0.540000,265.2537500,-27.5518806,6900.00000000
KMT-2022-BLG-1818L b,2026,KMTNet,4.00000000,1.24000000,-2.00000000,1271.31362800,394.10722468,-635.65681400,2.6000000000,0.790000,270.7986250,-27.4811111,5300.00000000
KMT-2022-BLG-1818L c,2026,KMTNet,0.36000000,0.30000000,-0.21000000,114.41822652,95.34852210,-66.74396547,12.6000000000,0.790000,270.7986250,-27.4811111,5300.00000000
KMT-2023-BLG-0332L b,2026,KMTNet,22.00000000,15.70000000,-12.20000000,6992.22495400,4989.90598990,-3877.50656540,3.2000000000,0.540000,270.8901250,-27.2223889,6500.00000000
KMT-2023-BLG-0466L b,2026,KMTNet,3.25000000,2.59000000,-2.03000000,1032.94232275,823.17557413,-645.19166621,2.6800000000,0.440000,270.6100000,-33.0029694,6800.00000000
KMT-2023-BLG-1592L b,2026,KMTNet,0.58000000,0.39000000,-0.29000000,184.34047606,123.95307873,-92.17023803,3.9000000000,0.550000,268.6786667,-29.0084194,7200.00000000
KMT-2024-BLG-0176L b,2026,KMTNet,0.76000000,1.03000000,-0.39000000,241.54958932,327.36325921,-123.95307873,1.3200000000,0.103000,266.5324583,-34.2105806,8340.00000000
KMT-2024-BLG-0349L b,2026,KMTNet,11.86000000,6.56000000,-6.54000000,3769.44490702,2084.95434992,-2078.59778178,6.4600000000,0.680000,261.3715417,-30.2470194,5750.00000000
KMT-2024-BLG-1870L b,2026,KMTNet,1.06000000,0.53000000,-0.55000000,336.89811142,168.44905571,-174.80562385,3.1500000000,0.670000,272.4653333,-26.8828889,5480.00000000
KMT-2024-BLG-2005L b,2026,KMTNet,0.16000000,0.24000000,-0.09000000,50.85254512,76.27881768,-28.60455663,1.1200000000,0.120000,268.4080833,-28.9009806,7720.00000000
KMT-2024-BLG-2087L b,2026,KMTNet,4.39000000,3.07000000,-2.46000000,1395.26670673,975.73320949,-781.85788122,3.0300000000,0.480000,268.4500417,-29.2631889,7190.00000000
KMT-2025-BLG-0026L b,2026,KMTNet,2.13000000,5.23000000,-1.26000000,676.97450691,1662.24256861,-400.46379282,0.9600000000,0.440000,261.7665000,-29.2740806,7280.00000000
KMT-2025-BLG-0030L b,2026,KMTNet,1.15000000,0.69000000,-0.66000000,365.50266805,219.30160083,-209.76674862,2.3500000000,0.600000,262.5867500,-29.4817306,6720.00000000
KMT-2025-BLG-0121L b,2026,KMTNet,7.77000000,4.08000000,-4.04000000,2469.52672239,1296.73990056,-1284.02676428,3.0500000000,0.610000,267.1583750,-23.9988000,6200.00000000
KMT-2025-BLG-0481L b,2026,KMTNet,0.59000000,0.85000000,-0.34000000,187.51876013,270.15414595,-108.06165838,2.1800000000,0.220000,265.3560000,-34.3717500,7980.00000000
KMT-2025-BLG-0975L b,2026,KMTNet,0.09376129,0.15876491,-0.05046748,29.80000000,50.46000000,-16.04000000,0.8100000000,0.100000,267.5743333,-30.5875000,7923.00000000
KMT-2025-BLG-1160L b,2026,KMTNet,0.07979148,0.04864260,-0.04442649,25.36000000,15.46000000,-14.12000000,2.5600000000,0.580000,268.8604583,-30.7249194,6580.00000000
KMT-2025-BLG-1616L b,2026,KMTNet,0.13315361,0.12780481,-0.06943999,42.32000000,40.62000000,-22.07000000,1.6000000000,0.260000,267.7788750,-30.1391111,7500.00000000
KMT-2025-BLG-2272L b,2026,KMTNet,2.47000000,1.23000000,-1.25000000,785.03616529,390.92894061,-397.28550875,3.8900000000,0.630000,269.5751667,-27.7738306,6620.00000000
MOA-2020-BLG-108L b,2026,MOA,10.67000000,4.75000000,-5.41000000,3391.22910269,1509.68493325,-1719.45168187,3.6900000000,0.580000,269.7155833,-26.9165083,5130.00000000
OGLE-2016-BLG-0261L b,2026,OGLE,0.21000000,0.34000000,-0.12000000,66.74396547,108.06165838,-38.13940884,0.7200000000,0.072000,267.8162083,-30.4085000,7850.00000000
OGLE-2023-BLG-0766L b,2026,OGLE,1.10000000,0.87000000,-0.57000000,349.61124770,276.51071409,-181.16219199,2.5000000000,0.390000,269.8296250,-28.3246889,7400.00000000
